,Location,Date,Time,People
3821,c,010919,135952,2
3822,c,010919,135955,2
3823,c,010919,135959,2
3824,c,010919,140002,1
3825,c,010919,140005,1
3826,c,010919,140009,1
3827,c,010919,140012,1
3828,c,010919,140015,1
3829,c,010919,140018,2
3830,c,010919,140022,1
3831,c,010919,140025,1
3832,c,010919,140028,2
3833,c,010919,140032,2
3834,c,010919,140035,2
3835,c,010919,140038,3
3836,c,010919,140041,3
3837,c,010919,140045,2
3838,c,010919,140048,4
3839,c,010919,140051,6
3840,c,010919,140055,4
3841,c,010919,140058,4
3842,c,010919,140101,2
3843,c,010919,140105,3
3844,c,010919,140108,1
3845,c,010919,140111,2
3846,c,010919,140114,4
3847,c,010919,140118,5
3848,c,010919,140121,6
3849,c,010919,140124,7
3850,c,010919,140128,5
3851,c,010919,140131,5
3852,c,010919,140134,3
3853,c,010919,140138,5
3854,c,010919,140141,3
3855,c,010919,140144,5
3856,c,010919,140148,4
3857,c,010919,140151,4
3858,c,010919,140154,3
3859,c,010919,140158,4
3860,c,010919,140201,3
3861,c,010919,140204,3
3862,c,010919,140207,4
3863,c,010919,140211,4
3864,c,010919,140214,5
3865,c,010919,140217,4
3866,c,010919,140221,4
3867,c,010919,140224,2
3868,c,010919,140227,3
3869,c,010919,140231,1
3870,c,010919,140234,0
3871,c,010919,140237,0
3872,c,010919,140241,2
3873,c,010919,140244,2
3874,c,010919,140247,2
3875,c,010919,140251,2
3876,c,010919,140254,0
3877,c,010919,140257,0
3878,c,010919,140301,1
3879,c,010919,140304,1
3880,c,010919,140307,2
3881,c,010919,140310,0
3882,c,010919,140314,1
3883,c,010919,140317,1
3884,c,010919,140320,1
3885,c,010919,140324,0
3886,c,010919,140327,0
3887,c,010919,140330,0
3888,c,010919,140334,1
3889,c,010919,140337,2
3890,c,010919,140340,4
3891,c,010919,140344,4
3892,c,010919,140347,5
3893,c,010919,140350,2
3894,c,010919,140353,2
3895,c,010919,140357,2
3896,c,010919,140400,1
3897,c,010919,140403,4
3898,c,010919,140407,1
3899,c,010919,140410,1
3900,c,010919,140413,2
3901,c,010919,140417,1
3902,c,010919,140420,1
3903,c,010919,140423,2
3904,c,010919,140426,2
3905,c,010919,140430,2
3906,c,010919,140433,1
3907,c,010919,140436,0
3908,c,010919,140439,0
3909,c,010919,140443,2
3910,c,010919,140446,3
3911,c,010919,140449,7
3912,c,010919,140453,3
3913,c,010919,140456,4
3914,c,010919,140459,4
3915,c,010919,140503,5
3916,c,010919,140506,4
3917,c,010919,140509,4
3918,c,010919,140513,2
3919,c,010919,140516,1
3920,c,010919,140519,2
3921,c,010919,140523,2
3922,c,010919,140526,3
3923,c,010919,140529,3
3924,c,010919,140533,7
3925,c,010919,140536,5
3926,c,010919,140539,5
3927,c,010919,140543,7
3928,c,010919,140546,3
3929,c,010919,140549,2
3930,c,010919,140553,3
3931,c,010919,140556,3
3932,c,010919,140559,4
3933,c,010919,140603,3
3934,c,010919,140606,4
3935,c,010919,140609,4
3936,c,010919,140613,4
3937,c,010919,140616,5
3938,c,010919,140619,6
3939,c,010919,140623,6
3940,c,010919,140626,8
3941,c,010919,140629,6
3942,c,010919,140632,3
3943,c,010919,140636,6
3944,c,010919,140639,1
3945,c,010919,140642,1
3946,c,010919,140646,3
3947,c,010919,140649,3
3948,c,010919,140652,6
3949,c,010919,140655,6
3950,c,010919,140659,4
3951,c,010919,140702,2
3952,c,010919,140705,4
3953,c,010919,140709,3
3954,c,010919,140712,4
3955,c,010919,140716,4
3956,c,010919,140719,4
3957,c,010919,140722,5
3958,c,010919,140725,6
3959,c,010919,140729,3
3960,c,010919,140732,3
3961,c,010919,140735,3
3962,c,010919,140738,2
3963,c,010919,140742,2
3964,c,010919,140745,3
3965,c,010919,140748,2
3966,c,010919,140751,2
3967,c,010919,140755,4
3968,c,010919,140758,5
3969,c,010919,140801,1
3970,c,010919,140805,2
3971,c,010919,140808,1
3972,c,010919,140811,1
3973,c,010919,140815,1
3974,c,010919,140818,1
3975,c,010919,140821,1
3976,c,010919,140824,0
3977,c,010919,140828,1
3978,c,010919,140831,5
3979,c,010919,140834,5
3980,c,010919,140838,6
3981,c,010919,140841,5
3982,c,010919,140844,4
3983,c,010919,140848,6
3984,c,010919,140851,2
3985,c,010919,140854,3
3986,c,010919,140857,3
3987,c,010919,140901,3
3988,c,010919,140904,2
3989,c,010919,140907,1
3990,c,010919,140910,0
3991,c,010919,140914,0
3992,c,010919,140917,0
3993,c,010919,140920,0
3994,c,010919,140924,2
3995,c,010919,140927,2
3996,c,010919,140930,2
3997,c,010919,140933,2
3998,c,010919,140937,2
3999,c,010919,140940,3
4000,c,010919,140943,1
4001,c,010919,140946,2
4002,c,010919,140950,2
4003,c,010919,140953,2
4004,c,010919,140956,3
4005,c,010919,141000,2
4006,c,010919,141003,3
4007,c,010919,141006,4
4008,c,010919,141010,3
4009,c,010919,141013,0
4010,c,010919,141017,0
4011,c,010919,141020,2
4012,c,010919,141023,2
4013,c,010919,141027,3
4014,c,010919,141030,4
4015,c,010919,141033,3
4016,c,010919,141037,2
4017,c,010919,141040,1
4018,c,010919,141043,1
4019,c,010919,141047,0
4020,c,010919,141050,0
4021,c,010919,141053,1
4022,c,010919,141057,1
4023,c,010919,141100,0
4024,c,010919,141104,0
4025,c,010919,141107,1
4026,c,010919,141111,2
4027,c,010919,141114,1
4028,c,010919,141118,1
4029,c,010919,141121,0
4030,c,010919,141124,0
4031,c,010919,141128,0
4032,c,010919,141131,0
4033,c,010919,141134,0
4034,c,010919,141138,1
4035,c,010919,141141,2
4036,c,010919,141144,1
4037,c,010919,141148,2
4038,c,010919,141151,1
4039,c,010919,141155,0
4040,c,010919,141158,0
4041,c,010919,141201,0
4042,c,010919,141205,1
4043,c,010919,141208,1
4044,c,010919,141211,1
4045,c,010919,141214,1
4046,c,010919,141217,1
4047,c,010919,141221,0
4048,c,010919,141224,0
4049,c,010919,141228,0
4050,c,010919,141231,0
4051,c,010919,141235,0
4052,c,010919,141238,0
4053,c,010919,141241,0
4054,c,010919,141245,0
4055,c,010919,141248,0
4056,c,010919,141251,0
4057,c,010919,141254,1
4058,c,010919,141258,2
4059,c,010919,141301,3
4060,c,010919,141304,2
4061,c,010919,141307,3
4062,c,010919,141311,2
4063,c,010919,141314,2
4064,c,010919,141318,2
4065,c,010919,141321,1
4066,c,010919,141325,2
4067,c,010919,141328,2
4068,c,010919,141331,3
4069,c,010919,141335,5
4070,c,010919,141338,5
4071,c,010919,141342,6
4072,c,010919,141345,6
4073,c,010919,141348,4
4074,c,010919,141351,5
4075,c,010919,141355,6
4076,c,010919,141358,3
4077,c,010919,141402,1
4078,c,010919,141405,1
4079,c,010919,141409,1
4080,c,010919,141412,1
4081,c,010919,141415,1
4082,c,010919,141419,1
4083,c,010919,141422,1
4084,c,010919,141425,1
4085,c,010919,141429,1
4086,c,010919,141432,1
4087,c,010919,141435,2
4088,c,010919,141439,2
4089,c,010919,141442,4
4090,c,010919,141445,5
4091,c,010919,141449,6
4092,c,010919,141452,4
4093,c,010919,141455,8
4094,c,010919,141459,7
4095,c,010919,141502,3
4096,c,010919,141505,6
4097,c,010919,141508,4
4098,c,010919,141512,2
4099,c,010919,141515,1
4100,c,010919,141518,1
4101,c,010919,141522,1
4102,c,010919,141525,0
4103,c,010919,141528,0
4104,c,010919,141531,0
4105,c,010919,141535,0
4106,c,010919,141538,0
4107,c,010919,141541,0
4108,c,010919,141545,0
4109,c,010919,141548,0
4110,c,010919,141552,0
4111,c,010919,141555,0
4112,c,010919,141558,0
4113,c,010919,141602,0
4114,c,010919,141605,0
4115,c,010919,141608,0
4116,c,010919,141612,0
4117,c,010919,141615,0
4118,c,010919,141619,0
4119,c,010919,141622,0
4120,c,010919,141626,0
4121,c,010919,141629,0
4122,c,010919,141633,0
4123,c,010919,141636,0
4124,c,010919,141639,0
4125,c,010919,141643,0
4126,c,010919,141646,0
4127,c,010919,141649,1
4128,c,010919,141653,1
4129,c,010919,141656,1
4130,c,010919,141659,1
4131,c,010919,141702,0
4132,c,010919,141706,0
4133,c,010919,141710,0
4134,c,010919,141713,0
4135,c,010919,141716,0
4136,c,010919,141719,0
4137,c,010919,141723,0
4138,c,010919,141726,0
4139,c,010919,141729,0
4140,c,010919,141733,1
4141,c,010919,141736,3
4142,c,010919,141739,3
4143,c,010919,141743,6
4144,c,010919,141746,7
4145,c,010919,141749,5
4146,c,010919,141753,7
4147,c,010919,141756,5
4148,c,010919,141759,3
4149,c,010919,141802,3
4150,c,010919,141806,4
4151,c,010919,141809,3
4152,c,010919,141812,2
4153,c,010919,141816,1
4154,c,010919,141819,1
4155,c,010919,141822,2
4156,c,010919,141826,2
4157,c,010919,141829,3
4158,c,010919,141833,0
4159,c,010919,141836,0
4160,c,010919,141839,0
4161,c,010919,141843,0
4162,c,010919,141846,0
4163,c,010919,141849,0
4164,c,010919,141853,0
4165,c,010919,141856,0
4166,c,010919,141859,0
4167,c,010919,141902,0
4168,c,010919,141905,0
4169,c,010919,141909,0
4170,c,010919,141912,2
4171,c,010919,141915,4
4172,c,010919,141919,6
4173,c,010919,141922,4
4174,c,010919,141925,4
4175,c,010919,141928,2
4176,c,010919,141932,1
4177,c,010919,141935,1
4178,c,010919,141938,2
4179,c,010919,141942,4
4180,c,010919,141945,3
4181,c,010919,141948,3
4182,c,010919,141952,3
4183,c,010919,141955,2
4184,c,010919,141958,2
4185,c,010919,142001,1
4186,c,010919,142005,1
4187,c,010919,142008,3
4188,c,010919,142011,2
4189,c,010919,142014,3
4190,c,010919,142018,0
4191,c,010919,142021,0
4192,c,010919,142024,0
4193,c,010919,142027,2
4194,c,010919,142031,0
4195,c,010919,142034,2
4196,c,010919,142037,2
4197,c,010919,142040,3
4198,c,010919,142044,6
4199,c,010919,142047,6
4200,c,010919,142050,6
4201,c,010919,142054,4
4202,c,010919,142057,3
4203,c,010919,142100,1
4204,c,010919,142104,0
4205,c,010919,142107,0
4206,c,010919,142110,0
4207,c,010919,142114,0
4208,c,010919,142117,0
4209,c,010919,142120,0
4210,c,010919,142123,0
4211,c,010919,142127,1
4212,c,010919,142130,1
4213,c,010919,142133,1
4214,c,010919,142137,2
4215,c,010919,142140,5
4216,c,010919,142143,3
4217,c,010919,142147,7
4218,c,010919,142150,6
4219,c,010919,142153,5
4220,c,010919,142157,2
4221,c,010919,142200,2
4222,c,010919,142203,1
4223,c,010919,142207,1
4224,c,010919,142210,1
4225,c,010919,142214,0
4226,c,010919,142217,3
4227,c,010919,142220,3
4228,c,010919,142223,3
4229,c,010919,142227,4
4230,c,010919,142230,4
4231,c,010919,142233,4
4232,c,010919,142237,3
4233,c,010919,142240,1
4234,c,010919,142243,0
4235,c,010919,142247,0
4236,c,010919,142250,0
4237,c,010919,142253,0
4238,c,010919,142256,2
4239,c,010919,142300,2
4240,c,010919,142303,4
4241,c,010919,142306,5
4242,c,010919,142310,3
4243,c,010919,142313,4
4244,c,010919,142316,4
4245,c,010919,142319,3
4246,c,010919,142323,2
4247,c,010919,142326,4
4248,c,010919,142329,3
4249,c,010919,142333,0
4250,c,010919,142336,2
4251,c,010919,142339,2
4252,c,010919,142343,2
4253,c,010919,142346,1
4254,c,010919,142349,1
4255,c,010919,142353,0
4256,c,010919,142356,0
4257,c,010919,142400,0
4258,c,010919,142403,0
4259,c,010919,142406,1
4260,c,010919,142409,1
4261,c,010919,142413,1
4262,c,010919,142416,0
4263,c,010919,142419,0
4264,c,010919,142423,0
4265,c,010919,142426,0
4266,c,010919,142430,0
4267,c,010919,142433,0
4268,c,010919,142436,1
4269,c,010919,142439,1
4270,c,010919,142443,1
4271,c,010919,142446,1
4272,c,010919,142449,0
4273,c,010919,142453,0
4274,c,010919,142456,0
4275,c,010919,142459,3
4276,c,010919,142503,4
4277,c,010919,142506,3
4278,c,010919,142509,4
4279,c,010919,142513,2
4280,c,010919,142516,2
4281,c,010919,142519,1
4282,c,010919,142523,1
4283,c,010919,142526,1
4284,c,010919,142529,1
4285,c,010919,142533,1
4286,c,010919,142536,1
4287,c,010919,142540,1
4288,c,010919,142543,1
4289,c,010919,142546,1
4290,c,010919,142549,1
4291,c,010919,142553,1
4292,c,010919,142556,1
4293,c,010919,142600,2
4294,c,010919,142603,1
4295,c,010919,142606,0
4296,c,010919,142610,0
4297,c,010919,142613,0
4298,c,010919,142617,0
4299,c,010919,142620,0
4300,c,010919,142623,0
4301,c,010919,142627,0
4302,c,010919,142630,0
4303,c,010919,142633,0
4304,c,010919,142637,0
4305,c,010919,142640,0
4306,c,010919,142643,0
4307,c,010919,142646,0
4308,c,010919,142650,0
4309,c,010919,142653,0
4310,c,010919,142657,0
4311,c,010919,142700,0
4312,c,010919,142703,0
4313,c,010919,142706,0
4314,c,010919,142710,0
4315,c,010919,142713,0
4316,c,010919,142716,0
4317,c,010919,142719,0
4318,c,010919,142722,0
4319,c,010919,142726,0
4320,c,010919,142729,0
4321,c,010919,142732,0
4322,c,010919,142735,0
4323,c,010919,142739,1
4324,c,010919,142742,4
4325,c,010919,142745,4
4326,c,010919,142749,6
4327,c,010919,142752,7
4328,c,010919,142755,3
4329,c,010919,142759,3
4330,c,010919,142802,2
4331,c,010919,142805,2
4332,c,010919,142808,0
4333,c,010919,142812,0
4334,c,010919,142815,0
4335,c,010919,142818,0
4336,c,010919,142821,0
4337,c,010919,142825,1
4338,c,010919,142828,2
4339,c,010919,142831,2
4340,c,010919,142835,3
4341,c,010919,142838,4
4342,c,010919,142841,2
4343,c,010919,142844,3
4344,c,010919,142848,3
4345,c,010919,142851,1
4346,c,010919,142854,1
4347,c,010919,142858,1
4348,c,010919,142901,2
4349,c,010919,142904,1
4350,c,010919,142908,2
4351,c,010919,142911,4
4352,c,010919,142914,3
4353,c,010919,142918,4
4354,c,010919,142921,4
4355,c,010919,142924,3
4356,c,010919,142927,3
4357,c,010919,142931,3
4358,c,010919,142934,1
4359,c,010919,142937,1
4360,c,010919,142940,1
4361,c,010919,142944,0
4362,c,010919,142947,0
4363,c,010919,142950,4
4364,c,010919,142953,3
4365,c,010919,142957,3
4366,c,010919,170000,17
4367,c,010919,170004,16
4368,c,010919,170006,15
4369,c,010919,170009,14
4370,c,010919,170012,13
4371,c,010919,170014,15
4372,c,010919,170017,14
4373,c,010919,170019,12
4374,c,010919,170022,12
4375,c,010919,170025,12
4376,c,010919,170027,12
4377,c,010919,170030,12
4378,c,010919,170032,14
4379,c,010919,170035,12
4380,c,010919,170037,15
4381,c,010919,170040,14
4382,c,010919,170043,15
4383,c,010919,170045,14
4384,c,010919,170048,13
4385,c,010919,170051,12
4386,c,010919,170053,12
4387,c,010919,170056,13
4388,c,010919,170059,12
4389,c,010919,170102,10
4390,c,010919,170105,12
4391,c,010919,170107,14
4392,c,010919,170110,12
4393,c,010919,170112,11
4394,c,010919,170115,12
4395,c,010919,170118,11
4396,c,010919,170120,13
4397,c,010919,170123,12
4398,c,010919,170125,13
4399,c,010919,170128,12
4400,c,010919,170131,13
4401,c,010919,170133,15
4402,c,010919,170136,14
4403,c,010919,170139,16
4404,c,010919,170141,14
4405,c,010919,170144,15
4406,c,010919,170147,15
4407,c,010919,170150,13
4408,c,010919,170152,10
4409,c,010919,170155,8
4410,c,010919,170158,11
4411,c,010919,170201,12
4412,c,010919,170204,12
4413,c,010919,170206,16
4414,c,010919,170209,12
4415,c,010919,170211,13
4416,c,010919,170214,14
4417,c,010919,170217,12
4418,c,010919,170220,12
4419,c,010919,170222,14
4420,c,010919,170225,12
4421,c,010919,170227,13
4422,c,010919,170230,12
4423,c,010919,170232,12
4424,c,010919,170235,14
4425,c,010919,170237,12
4426,c,010919,170240,13
4427,c,010919,170243,13
4428,c,010919,170245,14
4429,c,010919,170248,14
4430,c,010919,170250,13
4431,c,010919,170253,13
4432,c,010919,170255,15
4433,c,010919,170258,17
4434,c,010919,170300,18
4435,c,010919,170303,13
4436,c,010919,170305,13
4437,c,010919,170308,14
4438,c,010919,170310,16
4439,c,010919,170313,16
4440,c,010919,170316,14
4441,c,010919,170318,15
4442,c,010919,170321,17
4443,c,010919,170323,14
4444,c,010919,170326,14
4445,c,010919,170329,16
4446,c,010919,170331,15
4447,c,010919,170334,15
4448,c,010919,170336,16
4449,c,010919,170339,15
4450,c,010919,170341,14
4451,c,010919,170344,12
4452,c,010919,170347,16
4453,c,010919,170349,16
4454,c,010919,170352,14
4455,c,010919,170354,16
4456,c,010919,170357,14
4457,c,010919,170400,13
4458,c,010919,170402,12
4459,c,010919,170405,12
4460,c,010919,170407,12
4461,c,010919,170410,12
4462,c,010919,170413,14
4463,c,010919,170415,12
4464,c,010919,170418,11
4465,c,010919,170420,11
4466,c,010919,170423,11
4467,c,010919,170425,10
4468,c,010919,170428,13
4469,c,010919,170431,15
4470,c,010919,170433,15
4471,c,010919,170436,12
4472,c,010919,170438,13
4473,c,010919,170441,15
4474,c,010919,170444,14
4475,c,010919,170446,14
4476,c,010919,170449,12
4477,c,010919,170452,12
4478,c,010919,170455,10
4479,c,010919,170458,9
4480,c,010919,170500,11
4481,c,010919,170503,11
4482,c,010919,170506,8
4483,c,010919,170508,9
4484,c,010919,170511,6
4485,c,010919,170513,7
4486,c,010919,170516,6
4487,c,010919,170519,3
4488,c,010919,170521,5
4489,c,010919,170524,7
4490,c,010919,170527,5
4491,c,010919,170529,6
4492,c,010919,170532,3
4493,c,010919,170535,3
4494,c,010919,170538,4
4495,c,010919,170540,4
4496,c,010919,170543,3
4497,c,010919,170546,2
4498,c,010919,170548,2
4499,c,010919,170551,3
4500,c,010919,170553,2
4501,c,010919,170556,3
4502,c,010919,170559,3
4503,c,010919,170601,3
4504,c,010919,170604,2
4505,c,010919,170606,3
4506,c,010919,170609,3
4507,c,010919,170611,3
4508,c,010919,170614,4
4509,c,010919,170617,4
4510,c,010919,170619,4
4511,c,010919,170622,3
4512,c,010919,170624,4
4513,c,010919,170627,3
4514,c,010919,170630,3
4515,c,010919,170632,1
4516,c,010919,170635,0
4517,c,010919,170638,0
4518,c,010919,170641,1
4519,c,010919,170644,2
4520,c,010919,170647,6
4521,c,010919,170649,8
4522,c,010919,170652,6
4523,c,010919,170654,6
4524,c,010919,170657,5
4525,c,010919,170700,3
4526,c,010919,170703,3
4527,c,010919,170706,2
4528,c,010919,170708,0
4529,c,010919,170711,1
4530,c,010919,170714,1
4531,c,010919,170716,1
4532,c,010919,170719,2
4533,c,010919,170723,3
4534,c,010919,170725,3
4535,c,010919,170728,5
4536,c,010919,170730,4
4537,c,010919,170733,6
4538,c,010919,170735,7
4539,c,010919,170738,6
4540,c,010919,170741,7
4541,c,010919,170743,8
4542,c,010919,170746,7
4543,c,010919,170750,6
4544,c,010919,170753,7
4545,c,010919,170756,2
4546,c,010919,170802,2
4547,c,010919,170805,6
4548,c,010919,170808,6
4549,c,010919,170812,7
4550,c,010919,170815,8
4551,c,010919,170817,8
4552,c,010919,170821,8
4553,c,010919,170824,7
4554,c,010919,170826,4
4555,c,010919,170829,5
4556,c,010919,170832,4
4557,c,010919,170835,4
4558,c,010919,170838,2
4559,c,010919,170841,3
4560,c,010919,170844,0
4561,c,010919,170847,1
4562,c,010919,170850,0
4563,c,010919,170852,1
4564,c,010919,170855,1
4565,c,010919,170858,1
4566,c,010919,170901,3
4567,c,010919,170903,3
4568,c,010919,170906,4
4569,c,010919,170909,5
4570,c,010919,170911,6
4571,c,010919,170914,6
4572,c,010919,170916,5
4573,c,010919,170919,6
4574,c,010919,170922,6
4575,c,010919,170925,6
4576,c,010919,170927,6
4577,c,010919,170930,5
4578,c,010919,170933,2
4579,c,010919,170935,2
4580,c,010919,170939,2
4581,c,010919,170942,3
4582,c,010919,170945,3
4583,c,010919,170947,3
4584,c,010919,170951,3
4585,c,010919,170954,2
4586,c,010919,170957,3
4587,c,010919,170959,3
4588,c,010919,171002,2
4589,c,010919,171004,1
4590,c,010919,171007,3
4591,c,010919,171010,2
4592,c,010919,171012,2
4593,c,010919,171015,2
4594,c,010919,171018,1
4595,c,010919,171022,3
4596,c,010919,171025,2
4597,c,010919,171027,2
4598,c,010919,171030,1
4599,c,010919,171033,1
4600,c,010919,171036,1
4601,c,010919,171038,1
4602,c,010919,171041,0
4603,c,010919,171043,1
4604,c,010919,171046,4
4605,c,010919,171048,3
4606,c,010919,171051,3
4607,c,010919,171054,9
4608,c,010919,171057,12
4609,c,010919,171101,8
4610,c,010919,171103,7
4611,c,010919,171106,8
4612,c,010919,171109,9
4613,c,010919,171112,5
4614,c,010919,171114,5
4615,c,010919,171117,2
4616,c,010919,171120,2
4617,c,010919,171123,2
4618,c,010919,171126,0
4619,c,010919,171129,0
4620,c,010919,171132,3
4621,c,010919,171135,3
4622,c,010919,171138,3
4623,c,010919,171140,2
4624,c,010919,171143,3
4625,c,010919,171145,4
4626,c,010919,171148,4
4627,c,010919,171150,4
4628,c,010919,171153,2
4629,c,010919,171156,2
4630,c,010919,171159,4
4631,c,010919,171201,5
4632,c,010919,171203,4
4633,c,010919,171206,7
4634,c,010919,171209,8
4635,c,010919,171212,7
4636,c,010919,171214,8
4637,c,010919,171217,9
4638,c,010919,171220,8
4639,c,010919,171223,4
4640,c,010919,171226,4
4641,c,010919,171229,3
4642,c,010919,171232,1
4643,c,010919,171236,1
4644,c,010919,171238,1
4645,c,010919,171241,1
4646,c,010919,171244,1
4647,c,010919,171247,1
4648,c,010919,171250,3
4649,c,010919,171252,3
4650,c,010919,171255,4
4651,c,010919,171258,4
4652,c,010919,171300,5
4653,c,010919,171303,5
4654,c,010919,171306,3
4655,c,010919,171309,3
4656,c,010919,171312,3
4657,c,010919,171315,2
4658,c,010919,171318,2
4659,c,010919,171321,2
4660,c,010919,171324,2
4661,c,010919,171327,1
4662,c,010919,171329,1
4663,c,010919,171332,1
4664,c,010919,171335,0
4665,c,010919,171338,0
4666,c,010919,171340,0
4667,c,010919,171343,0
4668,c,010919,171347,0
4669,c,010919,171349,0
4670,c,010919,171352,2
4671,c,010919,171355,4
4672,c,010919,171358,4
4673,c,010919,171401,5
4674,c,010919,171403,4
4675,c,010919,171406,4
4676,c,010919,171408,4
4677,c,010919,171411,4
4678,c,010919,171413,1
4679,c,010919,171416,0
4680,c,010919,171418,0
4681,c,010919,171421,0
4682,c,010919,171423,1
4683,c,010919,171426,1
4684,c,010919,171428,1
4685,c,010919,171431,3
4686,c,010919,171433,3
4687,c,010919,171436,4
4688,c,010919,171438,4
4689,c,010919,171441,3
4690,c,010919,171444,3
4691,c,010919,171446,2
4692,c,010919,171449,2
4693,c,010919,171451,0
4694,c,010919,171454,2
4695,c,010919,171456,3
4696,c,010919,171459,2
4697,c,010919,171502,4
4698,c,010919,171505,5
4699,c,010919,171508,8
4700,c,010919,171511,9
4701,c,010919,171514,7
4702,c,010919,171517,5
4703,c,010919,171519,7
4704,c,010919,171522,7
4705,c,010919,171525,9
4706,c,010919,171530,8
4707,c,010919,171533,5
4708,c,010919,171536,5
4709,c,010919,171539,6
4710,c,010919,171542,6
4711,c,010919,171545,4
4712,c,010919,171549,3
4713,c,010919,171552,0
4714,c,010919,171555,0
4715,c,010919,171558,0
4716,c,010919,171600,2
4717,c,010919,171603,2
4718,c,010919,171606,2
4719,c,010919,171609,2
4720,c,010919,171612,2
4721,c,010919,171614,2
4722,c,010919,171617,1
4723,c,010919,171620,2
4724,c,010919,171623,4
4725,c,010919,171626,3
4726,c,010919,171628,4
4727,c,010919,171631,6
4728,c,010919,171634,6
4729,c,010919,171637,9
4730,c,010919,171640,8
4731,c,010919,171643,5
4732,c,010919,171646,4
4733,c,010919,171649,3
4734,c,010919,171651,2
4735,c,010919,171654,0
4736,c,010919,171657,0
4737,c,010919,171659,0
4738,c,010919,171702,0
4739,c,010919,171705,1
4740,c,010919,171708,1
4741,c,010919,171711,1
4742,c,010919,171713,1
4743,c,010919,171716,0
4744,c,010919,171719,2
4745,c,010919,171722,4
4746,c,010919,171725,5
4747,c,010919,171728,4
4748,c,010919,171730,4
4749,c,010919,171733,5
4750,c,010919,171735,7
4751,c,010919,171738,13
4752,c,010919,171741,13
4753,c,010919,171743,10
4754,c,010919,171746,9
4755,c,010919,171748,9
4756,c,010919,171751,9
4757,c,010919,171754,15
4758,c,010919,171757,9
4759,c,010919,171759,8
4760,c,010919,171802,6
4761,c,010919,171805,4
4762,c,010919,171807,3
4763,c,010919,171810,3
4764,c,010919,171812,3
4765,c,010919,171815,3
4766,c,010919,171818,3
4767,c,010919,171820,1
4768,c,010919,171823,1
4769,c,010919,171826,1
4770,c,010919,171828,4
4771,c,010919,171831,4
4772,c,010919,171834,5
4773,c,010919,171836,5
4774,c,010919,171839,7
4775,c,010919,171842,5
4776,c,010919,171846,2
4777,c,010919,171849,1
4778,c,010919,171852,2
4779,c,010919,171854,2
4780,c,010919,171857,1
4781,c,010919,171900,3
4782,c,010919,171902,4
4783,c,010919,171905,4
4784,c,010919,171908,4
4785,c,010919,171911,5
4786,c,010919,171914,6
4787,c,010919,171917,5
4788,c,010919,171920,5
4789,c,010919,171923,5
4790,c,010919,171925,6
4791,c,010919,171928,6
4792,c,010919,171930,8
4793,c,010919,171933,10
4794,c,010919,171935,10
4795,c,010919,171938,8
4796,c,010919,171941,7
4797,c,010919,171944,6
4798,c,010919,171946,5
4799,c,010919,171949,2
4800,c,010919,171951,2
4801,c,010919,171954,2
4802,c,010919,171957,1
4803,c,010919,171959,1
4804,c,010919,172002,2
4805,c,010919,172005,0
4806,c,010919,172007,0
4807,c,010919,172010,0
4808,c,010919,172012,0
4809,c,010919,172015,1
4810,c,010919,172018,2
4811,c,010919,172021,3
4812,c,010919,172024,2
4813,c,010919,172027,5
4814,c,010919,172029,6
4815,c,010919,172032,6
4816,c,010919,172035,4
4817,c,010919,172037,3
4818,c,010919,172040,4
4819,c,010919,172042,3
4820,c,010919,172045,2
4821,c,010919,172048,2
4822,c,010919,172051,2
4823,c,010919,172054,5
4824,c,010919,172057,7
4825,c,010919,172100,7
4826,c,010919,172102,6
4827,c,010919,172105,8
4828,c,010919,172107,5
4829,c,010919,172110,5
4830,c,010919,172113,2
4831,c,010919,172116,2
4832,c,010919,172118,2
4833,c,010919,172121,2
4834,c,010919,172123,2
4835,c,010919,172126,2
4836,c,010919,172129,2
4837,c,010919,172131,2
4838,c,010919,172134,2
4839,c,010919,172137,3
4840,c,010919,172141,3
4841,c,010919,172143,3
4842,c,010919,172146,3
4843,c,010919,172149,5
4844,c,010919,172152,5
4845,c,010919,172155,3
4846,c,010919,172157,4
4847,c,010919,172201,4
4848,c,010919,172204,8
4849,c,010919,172207,10
4850,c,010919,172209,11
4851,c,010919,172212,8
4852,c,010919,172214,7
4853,c,010919,172217,7
4854,c,010919,172220,3
4855,c,010919,172224,3
4856,c,010919,172226,1
4857,c,010919,172229,2
4858,c,010919,172231,2
4859,c,010919,172234,2
4860,c,010919,172237,3
4861,c,010919,172240,2
4862,c,010919,172243,1
4863,c,010919,172246,1
4864,c,010919,172249,1
4865,c,010919,172252,0
4866,c,010919,172255,0
4867,c,010919,172258,0
4868,c,010919,172301,0
4869,c,010919,172304,0
4870,c,010919,172307,0
4871,c,010919,172310,0
4872,c,010919,172313,0
4873,c,010919,172316,0
4874,c,010919,172319,1
4875,c,010919,172322,3
4876,c,010919,172325,3
4877,c,010919,172329,3
4878,c,010919,172332,4
4879,c,010919,172334,4
4880,c,010919,172337,3
4881,c,010919,172341,3
4882,c,010919,172344,3
4883,c,010919,172347,5
4884,c,010919,172350,5
4885,c,010919,172353,4
4886,c,010919,172356,9
4887,c,010919,172359,6
4888,c,010919,172401,7
4889,c,010919,172404,6
4890,c,010919,172407,6
4891,c,010919,172410,5
4892,c,010919,172413,4
4893,c,010919,172416,1
4894,c,010919,172419,3
4895,c,010919,172422,2
4896,c,010919,172425,2
